Plot,TreeID,TreeID_new,Species,Sector ,DBH_u_92,DBH_u_94,DBH_u_97,FOUND_09,Tag_hgt,DBH_Tag_Hgt_09,DBH_BH_09,DBH_Corr_Factor,DBH_c_92_live,DBH_c_94_live,DBH_c_97_live,DBH_09_live,DBH_19_live,DBH_92_dead,DBH_94_dead,DBH_97_dead,DBH_09_dead,DBH_19_dead,,HGT_92,HGT_94,HGT_97,HGT_19,COMMENTS_1992,COMMENTS_1994,COMMENTS_1997,COMMENTS_2009,COMMENTS_2019_May,COMMENTS_2019_Oct,Comments_2020_data,Conk,Blind_Conk,Scar,Fork_Crook,Frost_Crack,Mistletoe,R_Branch,DB_Top,Crown_Class,L_Crown
16,764,,Bl,1,8.7,,,Y,1.3,10.9,10.9,1,8.7,,,10.9,12.2,,,,,,,,,,9.7,,,,Live,scar in 1,,,,,,,,,,,,
16,766,305,Bl,1,17.3,,,Y,1,29.2,27.9,0.955479452,16.52979452,,,27.9,31.8,,,,,,,,,,21.6,,,,Live,painted 766,,,,,,,,,,,,
16,767,,Bl,1,7,,,Y,1.1,7.8,7.7,0.987179487,,,,7.7,7.8,,,,,,,,,,,,,,Live - Bent Leader,,,,,,,,,,,,,
16,771,,Bl,1,8.2,,,Y,1.2,9.6,9.7,1.010416667,8.285416667,,,9.7,9.8,,,,,,,,,,10.2,,,,Live,,,,,,,,,,,,,
16,772,303,Bl,1,13.8,,,Y,1.21,20.6,20.3,0.985436893,13.59902913,,,20.3,23,,,,,,,,,,19.7,,,,Live,,,,,,,,,,,,,
16,773,304,Bl,1,22.1,,,Y,1.24,26.3,26.1,0.992395437,21.93193916,,,26.1,27.8,,,,,,,,,,22.9,,,,Live,,,,,,,,,,,,,
16,778,,Bl,1,8.2,,,Y,1.16,11.5,11.5,1,8.2,,,11.5,13.6,,,,,13.6,,,,,,,,,Live,"dead standing, green broken top on ground",,,,,,,,,,,,
16,779,,Bl,1,6.4,,,Y,1.56,7.1,7.3,1.028169014,,,,,7.5,,,,,,,,,,6.4,,,,Live,,moribund,,,,,,,,,,,
16,780,,Bl,1,12.1,,,Y,1.4,15.9,16,1.006289308,12.17610063,,,16,17,,,,,,,,,,,,,,Live,broken top,,,,,,,,,,,,
16,781,,Bl,1,8.5,,,Y,1.3,11.8,11.8,1,8.5,,,11.8,12.3,,,,,,,,,,10.2,,,,Live - Broken Top at approx 10m,,,,,,,,,,,,,
16,782,,Bl,1,20.2,,,Y,1.14,22,21.7,0.986363636,19.92454545,,,21.7,22.5,,,,,,,,,,15.6,,Missing,,Live,,,,,,,,,,,,,
16,784,,Bl,1,12.2,,,Y,1.1,12.2,12,0.983606557,12,,,12,12.2,,,,,,,,,,,,,,Live,,,,,,,,,,,,,
16,785,38,Bl,1,16.6,,,Y,1.18,22.3,22.2,0.995515695,16.52556054,,,22.2,25,,,,,,,,,,16.2,,,,Live,,,,,,,,,,,,,
16,786,,Bl,1,17.5,,,Y,1.23,20.2,20.3,1.004950495,17.58663366,,,20.3,21.7,,,,,,,,,,16.1,,,,Live,,,,,,,,,,,,,
16,787,307,Bl,1,14.1,,,Y,1.43,17.9,18.8,1.05027933,14.80893855,,,18.8,21.8,,,,,,,,,,13.3,,,,Live - Small Fork at 2m,,heart rot,,,,,,,,,,,
16,788,318,Bl,2,30.7,,,Y,1.63,35.9,36.7,1.022284123,31.38412256,,,36.7,39.5,,,,,,,,,,22.6,,,,Live,,fork in 3,,,,,,,,,,,
16,796,,Bl,2,6,,,Y,1.23,7.3,7.3,1,6,,,,8.1,,,,,,,,,,,,,,Live,,,,,,,,,,,,,
16,798,,Bl,2,9,,,Y,1.4,10.9,10.9,1,9,,,10.9,13,,,,,,,,,,13.4,,Smaller Diameter (checked twice),,Live,,,,,,,,,,,,,
16,800,,Bl,2,6.2,,,Y,1.1,8.1,8,0.987654321,6.12345679,,,8,9,,,,,,,,,,7.5,,,,Live,,,,,,,,,,,,,
16,342,316,Bl,2,13.5,,,Y,1.2,20,19.9,0.995,13.4325,,,19.9,22.3,,,,,,,,,,18.4,,Spike1,,Live,,,,,,,,,,,,,
16,343,317,Bl,2,16.9,,,Y,1.3,23.3,23.3,1,16.9,,,23.3,25.8,,,,,,,,,,20.7,,,,Live,,,,,,,,,,,,,
16,344,,Bl,2,8.4,,,Y,1.17,9.9,9.7,0.97979798,8.23030303,,,9.7,10.8,,,,,,,,,,,,,,Live,,,,,,,,,,,,,
16,345,,Bl,2,6,,,Y,1.08,8.1,8.1,1,,,,8.1,9.5,,,,,,,,,,,,Smaller Diameter (checked twice),,Live,scar in 1,,,,,,,,,,,,
16,346,314,l,2,14.2,,,Y,1.3,20.6,20.6,1,14.2,,,20.6,24.9,,,,,,,,,,18.6,,,,Live,scar in 1,,,,,,,,,,,,
16,347,,Bl,2,9.8,,,Y,1.3,10.8,10.8,1,9.8,,,10.8,11.3,,,,,,,,,,11.9,,Tree #420=Tree#95 (420 up 20cm from #95 same tree),,Live,,,,,,,,,,,,,
16,350,315,Bl,2,10.2,,,Y,1.2,11.9,11.6,0.974789916,9.942857143,,,11.6,12.9,,,,,,,,,,,,,,Live,,,,,,,,,,,,,
16,354,,Bl,2,6.3,,,Y,1.3,8.6,8.6,1,,,,8.6,9.7,,,,,,,,,,7.6,,,,Live,,,,,,,,,,,,,
16,802,,Sx,3,40.3,,,Y,1.4,41.4,41.9,1.012077295,40.78671498,,,41.9,42.8,,,,,,,33.3,,,33.3,,,,Live,IBS green ,,,,,,,,,,,,
16,804,312,Bl,3,11.4,,,Y,1.3,17.5,17.5,1,11.4,,,17.5,22.5,,,,,,,,,,19.9,,,,Live,,,,,,,,,,,,,
16,805,313,Bl,3,10.9,,,Y,1.3,15.4,15.4,1,10.9,,,15.4,17.8,,,,,,,,,,,,Dying top,,Live,,,,,,,,,,,,,
16,807,32,Bl,3,8.3,,,Y,1.01,11.9,11.5,0.966386555,8.021008403,,,11.5,13.8,,,,,,,,,,,,Missing,,Live,,,,,,,,,,,,,
16,809,,Bl,3,11.4,,,Y,1.18,16.8,16.7,0.994047619,11.33214286,,,16.7,19.6,,,,,,,,,,,,Spike1,,Live,,,,,,,,,,,,,
16,810,40,Bl,3,8.3,,,Y,1.22,12.8,12.6,0.984375,8.1703125,,,12.6,14.7,,,,,,,,,,,,Spike1,,Live,,,,,,,,,,,,,
16,812,,Bl,3,8.6,,,Y,1.24,11.6,11.6,1,8.6,,,11.6,13.4,,,,,,,,,,,,,,Live,,,,,,,,,,,,,
16,813,,Bl,3,7.2,,,Y,1.3,9,9,1,,,,9,9.1,,,,,,,,,,10.2,,,,Live,,,,,,,,,,,,,
16,814,,Bl,3,13,,,Y,1.21,17.3,17.3,1,13,,,17.3,18.9,,,,,,,,,,19.3,,,,Live,,,,,,,,,,,,,
16,815,,Bl,3,13,,,Y,1.19,16.9,16.8,0.99408284,12.92307692,,,16.8,,,,,,17.5,,,,,,,,,Live,dead-beetle,,,,,,,,,,,,
16,816,,Bl,3,7.3,,,Y,1.22,8,7.7,0.9625,,,,7.7,,,,,,7.7,,,,,,,,,Live,dead,dead,,,,,,,,,,,
16,817,,Bl,3,11.9,,,Y,1.09,14.2,14.1,0.992957746,11.81619718,,,14.1,14.6,,,,,,,,,,15.9,,Bend 2&1,,Live,,,,,,,,,,,,,
16,819,,Bl,3,18.7,,,Y,1.16,22.9,22.5,0.982532751,18.37336245,,,22.5,24.5,,,,,,,,,,20.3,,,,Live,,,,,,,,,,,,,
16,821,33,Bl,3,16.1,,,Y,1.09,23.8,23.7,0.995798319,16.03235294,,,23.7,28.1,,,,,,,13.2,,,20.6,,,,Live,,,,,,,,,,,,,
16,822,,Bl,3,5.8,,,Y,1.3,7,7,1,5.8,,,,8.2,,,,,,,,,,,,Spike1,,Live,,,,,,,,,,,,,
16,824,36,Bl,3,8.7,,,Y,1.24,10.8,10.4,0.962962963,8.377777778,,,10.4,11.2,,,,,,,,,,8.3,,,,Live,,,,,,,,,,,,,
16,826,,Bl,3,10.4,,,Y,1.22,13.3,13.3,1,10.4,,,13.3,15.1,,,,,,,,,,,,,,Live,,,,,,,,,,,,,
16,828,310,Bl,3,13.4,,,Y,1.13,18.8,18.8,1,13.4,,,18.8,21.4,,,,,,,,,,19.3,,,,Live,,,,,,,,,,,,,
16,829,,Bl,3,7.4,,,Y,1.16,8.7,8.3,0.954022989,,,,8.3,8.8,,,,,,,,,,5.6,,,,Live,,,,,,,,,,,,,
16,832,,Bl,3,18.3,,,Y,1.19,19.1,19.1,1,18.3,,,19.1,19.9,,,,,,,,,,15,,,,Live - Fork at 15m,,,,,,,,,,,,,
16,834,311,Bl,3,10.7,,,Y,1.08,14.7,14.5,0.986394558,10.55442177,,,14.5,16.9,,,,,,,,,,,,,,Live,,,,,,,,,,,,,
16,835,309,Bl,3,9.1,,,Y,0.9,14.5,14.6,1.006896552,9.162758621,,,14.6,18.3,,,,,,,,,,18.4,,,,Live,,,,,,,,,,,,,
16,837,,Bl,4,11.2,,,Y,1.1,16.8,16.4,0.976190476,10.93333333,,,16.4,19.1,,,,,,,,,,,,,,Live,scar in 1,,,,,,,,,,,,
16,842,308,Bl,4,9.7,,,Y,1.1,14.6,14.5,0.993150685,9.633561644,,,14.5,17.1,,,,,,,,,,18.5,,,,Live,scar in 1,,,,,,,,,,,,
16,845,,Bl,4,8.6,,,Y,1.03,9.4,9.3,0.989361702,8.508510638,,,9.3,,,,,,9.3,,,,,,,,,Live,dead,,,,,,,,,,,,
16,847,37,Bl,4,8,,,Y,1,12.4,12.3,0.991935484,7.935483871,,,12.3,15.5,,,,,,,,,,15.8,,,,Live,,,,,,,,,,,,,
16,848,319,Bl,4,13.5,,,Y,1.15,20.9,19,0.909090909,12.27272727,,,19,21.6,,,,,,,,,,13,,,,"Live - Scar at Tag, small fork at BH",,top broken,,,,,,,,,,,
16,849,326,Bl,4,13.5,,,Y,1.2,20.6,20.5,0.995145631,13.43446602,,,20.5,23.4,,,,,,,,,,17.8,,,,Live,heavy scarring in 1 and 2,,,,,,,,,,,,
16,850,,Bl,4,12.6,,,Y,1.3,14.6,14.6,1,12.6,,,14.6,15.7,,,,,,,,,,,,,,Live - Sweep,,,,,,,,,,,,,
16,855,,Bl,4,7.6,,,Y,1.05,10.3,9.9,0.961165049,7.304854369,,,9.9,11.6,,,,,,,,,,,,,,Live,,,,,,,,,,,,,
16,856,41,Bl,4,17,,,Y,1.1,27.3,27,0.989010989,16.81318681,,,27,32.4,,,,,,,25.6,,,22.8,,,CHECK SPECIES,Live - (Bl),,,CONFIRMED - BALSAM,,,,,,,,,,
16,858,301,Bl,4,14.1,,,Y,1.06,19.7,19.4,0.984771574,13.88527919,,,19.4,22.9,,,,,,,,,,20.2,,,,Live,,,,,,,,,,,,,
16,859,,Bl,4,8.3,,,Y,1.15,10.2,10.2,1,8.3,,,10.2,10.8,,,,,,,,,,8.5,,,,Live,,,,,,,,,,,,,
16,860,302,Bl,4,17.4,,,Y,1.07,24.1,24,0.995850622,17.32780083,,,24,26.6,,,,,,,,,,17.2,,,,Live - Top Broken at approx 40m,,,,,,,,,,,,,
16,863,,Bl,4,7.3,,,Y,1.17,10.3,10.4,1.009708738,,,,10.4,12.7,,,,,,,,,,9.9,,,,Live,,,,,,,,,,,,,
16,865,,Bl,4,24.6,,,Y,1.13,29.9,28.7,0.959866221,23.61270903,,,28.7,31,,,,,,,16.4,,,19.5,,,,Live,scar (mechanical) ,,,,,,,,,,,,
16,866,306,Sx,4,34.6,,,Y,1.3,40.5,40.5,1,34.6,,,40.5,42.3,,,,,,,23.5,,,24.5,,,,Live,,,,,,,,,,,,,
16,,726,Bl,,,,,,,,,,,,,,11.7,,,,,,,,,,,,,,,,ADDED OCT 2019,,,,,,,,,,,
16,,727,Bl,,,,,,,,,,,,,,8.9,,,,,,,,,,7.5,,,,,,ADDED OCT 2020,,,,,,,,,,,
17,572,,Bl,1,14.8,,,Y,1.3,17.5,17.5,1,14.8,,,17.5,19,,,,,,,,,,15.7,,,,Live,,,,,,,,,,,,,
17,573,,Bl,1,4.9,,,Y,1.07,8.1,7.3,0.901234568,,,,,9.6,,,,,,,,,,,Snowdepth 1.0m (92/03/xx),,,Live,,,,,,,,,,,,,
17,575,,Bl,1,6.1,,,Y,1.11,8,8,1,,,,8,8.9,,,,,,,5.9,,,6.6,,,,Live - Dead top,,,,,,,,,,,,,
17,577,,Bl,1,14.7,,,Y,1.16,18.4,18.2,0.989130435,14.54021739,,,18.2,20.4,,,,,,,,,,16.3,,,,Live,,,,,,,,,,,,,
17,579,,Bl,1,12.1,,,Y,1.2,13.7,13.8,1.00729927,12.18832117,,,13.8,14.4,,,,,,,,,,9.6,,#76 girdled,,Live,,,,,,,,,,,,,
17,580,,Bl,1,9.7,,,Y,1.15,10.5,10.4,0.99047619,9.607619048,,,10.4,11.1,,,,,,,,,,,,,,Live,,,,,,,,,,,,,
17,581,,Bl,1,17.5,,,Y,1.3,20.9,20.9,1,17.5,,,20.9,23.3,,,,,,,,,,19,,,,Live,,,,,,,,,,,,,
17,582,,Bl,1,21,,,Y,1.3,24.7,24.7,1,21,,,24.7,26.8,,,,,,,,,,19.8,,,,Live,,,,,,,,,,,,,
17,583,400,Fd,1,57.5,,,Y,1.4,64.8,66.1,1.020061728,58.65354938,,,66.1,69.7,,,,,,,32.3,,,35.3,,,,Live,,,,,,,,,,,,,
17,584,,Sx,1,31,,,Y,1.19,32.5,32.3,0.993846154,30.80923077,,,32.3,,,,,,32.3,,25.7,,,,,,,Live,"dead, break at 1m",,,,,,,,,,,,
17,587,,Bl,1,10.3,,,Y,1.1,12.2,12.3,1.008196721,10.38442623,,,12.3,13.5,,,,,,,,,,10.5,,,,Live,,,,,,,,,,,,,
17,589,,Bl,1,7.3,,,Y,1.17,8.7,8.5,0.977011494,,,,8.5,9.2,,,,,,,,,,6.4,,,,Live,,,,,,,,,,,,,
17,591,39,Ep,1,13.5,,,Y,1.18,17.9,17.4,0.972067039,13.12290503,,,17.4,19,,,,,,,13.1,,,,,,,Live,,,,,,,,,,,,,
17,592,,Sx,1,28.5,,,Y,1.12,29,27.9,0.962068966,27.41896552,,,27.9,,,,,,27.9,,26.8,,,,,,,Live,"dead, snapped at 8m",,,,,,,,,,,,
17,593,,Bl,1,4.8,,,Y,1.07,7,6.7,0.957142857,,,,,8.9,,,,,,,,,,,,,,Live,,,,,,,,,,,,,
17,594,401,Bl,1,13.8,,,Y,1.16,16.6,17.2,1.036144578,14.29879518,,,17.2,19.3,,,,,,,,,,11.2,,,,"Live - Wrong Species, actually Bl",,,,,,,,,,,,,
17,596,402,Sx,1,22.5,,,Y,1.03,27.5,26.4,0.96,21.6,,,26.4,29.2,,,,,,,,,,18.5,,,,Live,,,,,,,,,,,,,
17,599,,Bl,1,8.3,,,Y,1.12,11.5,11.2,0.973913043,8.083478261,,,11.2,13.8,,,,,,,,,,11.9,,,,Live,,,,,,,,,,,,,
17,600,388,Bl,1,9.3,,,Y,1.2,14.1,14.1,1,9.3,,,14.1,16.9,,,,,,,,,,,,,,Live,,,,,,,,,,,,,
17,301,,Bl,1,9.3,,,Y,1.16,10.4,10.3,0.990384615,9.210576923,,,10.3,10.8,,,,,,,,,,,,Missing,,Live,,,,,,,,,,,,,
17,302,389,Bl,2,17.8,,,Y,0.92,23,21.4,0.930434783,16.56173913,,,21.4,24.5,,,,,,,,,,17,,#98 dead,,Live,,,,,,,,,,,,,
17,307,,Bl,2,11.2,,,Y,1.3,12.2,12.2,1,11.2,,,12.2,13.3,,,,,,,,,,,,,,Live,,,,,,,,,,,,,
17,308,,Bl,2,5.6,,,Y,1.14,8,7.7,0.9625,,,,7.7,,,,,,,,,,,,,,,Live - 45� lean,moribund on ground,,,,,,,,,,,,
17,311,,Bl,2,5.2,,,Y,1.19,8.06,8.03,0.996277916,,,,8.03,10.8,,,,,,,,,,9.8,,,,Live,,,,,,,,,,,,,
17,313,,Bl,2,5,,,Y,1.12,7.2,7,0.972222222,,,,,8.3,,,,,,,,,,,,,,Live,,,,,,,,,,,,,
17,314,,Bl,2,8,,,Y,1.3,10.1,10.1,1,8,,,10.1,11.5,,,,,,,,,,,,Fresh scar-porcupine,,Live - Crooked Leader,,,,,,,,,,,,,
17,316,,Bl,2,23.7,,,Y,1.13,27.4,27.2,0.99270073,23.5270073,,,27.2,29.3,,,,,,,,,,19.7,,,,Live,,,,,,,,,,,,,
17,317,,Bl,2,7.1,,,Y,1.08,8.1,8,0.987654321,,,,8,8.7,,,,,,,,,,,,Smaller Diameter (checked twice),,Live,,,,,,,,,,,,,
17,318,,Bl,2,7.7,,,Y,1.24,8.9,8.7,0.97752809,7.526966292,,,8.7,9.9,,,,,,,,,,9.2,,,,Live,,,,,,,,,,,,,
17,322,,Bl,2,15.3,,,Y,1.21,18.3,18.1,0.989071038,15.13278689,,,18.1,20.3,,,,,,,,,,15.2,,,,Live (Woodpecker Holes),,,,,,,,,,,,,
17,324,,Sx,2,31.3,,,Y,1.09,32.9,31.8,0.96656535,30.25349544,,,31.8,33.1,,,,,,,,,,23.2,,Spike1,,Live,,,,,,,,,,,,,
17,327,,Bl,2,9,,,Y,1.15,11.8,11.4,0.966101695,8.694915254,,,11.4,13.2,,,,,,,,,,,,,,Live,,,,,,,,,,,,,
17,330,,Bl,2,11.1,,,Y,1.13,12.8,12.5,0.9765625,10.83984375,,,12.5,13.6,,,,,,,,,,,,Smaller Diameter (checked twice),,Live,,,,,,,,,,,,,
17,331,,Bl,2,20.4,,,Y,1.13,21.8,22.1,1.013761468,20.68073394,,,22.1,,,,,,22.1,,,,,,,,,Live,standing dead,,,,,,,,,,,,
17,332,,Bl,2,10.1,,,Y,1.11,12.1,12,0.991735537,10.01652893,,,12,13.4,,,,,,,,,,10.3,,Tree #420=Tree#95 (420 up 20cm from #95 same tree),,Live,,,,,,,,,,,,,
17,334,,Bl,2,12.9,,,Y,1.17,15,14.8,0.986666667,12.728,,,14.8,16.7,,,,,,,,,,,,,,Live,,,,,,,,,,,,,
17,335,403,Bl,2,17.3,,,Y,1.12,22,21.8,0.990909091,17.14272727,,,21.8,24.7,,,,,,,,,,15.5,,,,Live,,,,,,,,,,,,,
17,337,,Bl,2,12.5,,,Y,1.1,15.1,14.8,0.98013245,12.25165563,,,14.8,16.5,,,,,,,,,,,,,,Live,,,,,,,,,,,,,
17,338,390,Bl,2,6.7,,,Y,1.09,8,7.8,0.975,6.5325,,,7.8,8.6,,,,,,,,,,6.7,,,,Live,,,,,,,,,,,,,
17,339,,Bl,2,17.8,,,Y,1.3,20.7,20.7,1,17.8,,,20.7,23.2,,,,,,,,,,14.4,,,,Live,,,,,,,,,,,,,
17,702,,Bl,3,20,,,Y,1.09,23.1,22.5,0.974025974,19.48051948,,,22.5,23.9,,,,,,,,,,18.5,,,,Live,,,,,,,,,,,,,
17,704,,Bl,3,9.4,,,Y,1.11,11.5,11.4,0.991304348,9.31826087,,,11.4,12.4,,,,,,,,,,8.6,,Dying top,,Live,,,,,,,,,,,,,
17,705,,Bl,3,7,,,Y,1.12,8.4,7.8,0.928571429,,,,7.8,8.3,,,,,,,,,,,,,,Live,,,,,,,,,,,,,
17,706,,Bl,3,8.7,,,Y,1.09,9.2,8.9,0.967391304,8.416304348,,,8.9,9.3,,,,,,,,,,,,Missing,,Live,fork in 2,,,,,,,,,,,,
17,707,,Bl,3,8.8,,,Y,1.08,11.3,11,0.973451327,8.566371681,,,11,12.8,,,,,,,,,,,,,,Live,,,,,,,,,,,,,
17,708,,Bl,3,9.4,,,Y,1.02,11,10.9,0.990909091,9.314545455,,,10.9,11.4,,,,,,,,,,8.8,,Spike1,,Live,,,,,,,,,,,,,
17,710,,Bl,3,7.8,,,Y,1.08,7.2,7,0.972222222,7.583333333,,,7,7.6,,,,,,,,,,6.8,,Missing,,Live,,,,,,,,,,,,,
17,711,,Bl,3,7.7,,,Y,1.11,10.3,9.8,0.951456311,,,,9.8,10.2,,,,,,,,,,,,,,Live,,,,,,,,,,,,,
17,713,,Bl,3,8.8,,,Y,1.15,9.8,9.5,0.969387755,8.530612245,,,9.5,9.9,,,,,,,,,,,,,,Live,,,,,,,,,,,,,
17,715,,Bl,3,8.3,,,Y,1.08,9.2,9.1,0.989130435,8.209782609,,,9.1,9.9,,,,,,,,,,,,,,Live,missing,,,,,,,,,,,,
17,716,404,Bl,3,12,,,Y,1.17,15.5,15.5,1,12,,,15.5,17.3,,,,,,,10.2,,,,,Bend 2&1,,Live,,,,,,,,,,,,,
17,717,,Bl,3,6.2,,,Y,1.18,7.3,7,0.95890411,,,,,7.8,,,,,,,,,,,,,,Live,,,,,,,,,,,,,
17,719,,Bl,3,16,,,Y,0.97,18.3,17.4,0.950819672,15.21311475,,,17.4,18.2,,,,,,,,,,14.8,,,,Live,,,,,,,,,,,,,
17,720,398,Bl,3,12,,,Y,1.09,15,15.3,1.02,12.24,,,15.3,17,,,,,,,,,,,,,,Live,,,,,,,,,,,,,
17,721,399,Sx,3,36,,,Y,1.16,39.7,39.6,0.997481108,35.9093199,,,39.6,41.7,,,,,,,,,,25.1,,Spike1,,Live,,,,,,,,,,,,,
17,723,,Bl,3,20.9,,,Y,1.08,24.5,24.1,0.983673469,20.55877551,,,24.1,25.5,,,,,,,,,,19.5,,,,Live,,,,,,,,,,,,,
17,724,,Bl,3,7,,,Y,1.2,8.5,8.5,1,,,,8.5,9,,,,,,,,,,6.6,,,,Live,,,,,,,,,,,,,
17,728,,Bl,4,13.7,,,Y,1.1,16.8,16.6,0.988095238,13.53690476,,,16.6,18.6,,,,,,,,,,,,,,Live,,,,,,,,,,,,,
17,729,,Bl,4,14.3,,,Y,1.13,15.3,15.3,1,14.3,,,15.3,16,,,,,,,,,,,,,,Live,,,,,,,,,,,,,
17,731,,Bl,4,26,,,Y,1.16,26.9,26.5,0.985130112,25.6133829,,,26.5,27.5,,,,,,,19.8,,,23.2,,,,Live,,,,,,,,,,,,,
17,732,,Bl,4,6.5,,,Y,1.16,7.4,7.7,1.040540541,,,,7.7,8.5,,,,,,,,,,,,,,Live,,,,,,,,,,,,,
17,734,,Bl,4,11.3,,,Y,1.09,15.2,15.2,1,11.3,,,15.2,17.5,,,,,,,,,,14,,,,Live,,,,,,,,,,,,,
17,735,,Bl,4,6.6,,,Y,1.14,8.5,8.6,1.011764706,,,,8.6,10.1,,,,,,,,,,7.4,,,,Live,,,,,,,,,,,,,
17,736,397,Bl,4,17.3,,,Y,1.3,19,19,1,17.3,,,19,23,,,,,,,,,,17,,,,"Live - Growing too close to 737, DBH estimated",,,,,,,,,,,,,
17,737,396,Fd,4,56.7,,,Y,1.3,70,70,1,56.7,,,70,68,,,,,,,30.5,,,34.4,,,,"Live - Growing too close to 736, DBH estimated",,,,,,,,,,,,,
17,738,,Bl,4,10.8,,,Y,1.12,13.5,12.9,0.955555556,10.32,,,12.9,14.5,,,,,,,,,,,,,,Live,,,,,,,,,,,,,
17,741,,Bl,4,7.4,,,Y,1.3,7.3,7.3,1,,,,,7.8,,,,,,,6,,,,,,,Live,,,,,,,,,,,,,
17,745,,Bl,4,10.9,,,Y,1.13,14.4,14.1,0.979166667,10.67291667,,,14.1,15.9,,,,,,,,,,15.3,,,,Live,,,,,,,,,,,,,
17,747,,Bl,4,9.3,,,Y,1.19,11.4,11.5,1.00877193,9.381578947,,,11.5,12.8,,,,,,,,,,10.8,,,,Live,,,,,,,,,,,,,
17,748,391,Sx,4,10.6,,,Y,1.12,16.9,16.8,0.99408284,10.53727811,,,16.8,20.5,,,,,,,,,,16.8,,,,Live,,,,,,,,,,,,,
17,750,392,Bl,4,10.5,,,Y,1.3,13.9,13.9,1,10.5,,,13.9,16.2,,,,,,,,,,,,,,Live,,,,,,,,,,,,,
17,751,,Bl,4,11.9,,,Y,1.22,14.2,13.6,0.957746479,11.3971831,,,13.6,14.8,,,,,,,,,,,,,,Live,,,,,,,,,,,,,
17,752,405,Bl,4,15.9,,,Y,1.16,20.6,20.6,1,15.9,,,20.6,23.1,,,,,,,,,,17.7,,,,Live,,,,,,,,,,,,,
17,753,,Bl,4,5.2,,,Y,1.07,7.2,7,0.972222222,,,,,8.4,,,,,,,,,,,,,,Live,,,,,,,,,,,,,
17,756,393,Bl,4,9.5,,,Y,1.16,13.4,13.3,0.992537313,9.429104478,,,13.3,15.7,,,,,,,,,,,,,,Live,,,,,,,,,,,,,
17,,856,Bl,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,ADDED OCT 2019,,,,,,,,,,,
17,,857,Bl,,,,,,,,,,,,,,8.1,,,,,,,,,,,,,,,,ADDED OCT 2019,,,,,,,,,,,
17,,858,Bl,,,,,,,,,,,,,,9.2,,,,,,,,,,4.9,,,,,,ADDED OCT 2019,,,,,,,,,,,
18,473,337,Bl,1,18.7,,,Y,1.3,26.8,29.8,1.111940299,20.79328358,,,29.8,30.2,,,,,,,,,,23.4,,,,Live,,,,,,,,,,,,,
18,474,,Bl,1,8.8,,,Y,1.4,16.4,16.5,1.006097561,8.853658537,,,16.5,18.7,,,,,,,,,,,,,,Live - 45� Lean,"live, 60 deg lean","Ignore tree? Tree almost on ground. DBH (18.7 cm) measured at 1.37 on tree, 13.7 cm dbh measured at 1.37 m off groud",,,,,,,,,,,
18,476,,Bl,1,4.6,,,Y,1.54,8.5,8.7,1.023529412,4.708235294,,,8.7,11.8,,,,,,,,,,8.7,,,,Live,,,,,,,,,,,,,
18,477,355,Bl,1,20,,,Y,1.16,30.6,30.1,0.983660131,19.67320261,,,30.1,37.5,,,,,,,,,,21.2,,,,Live,,,,,,,,,,,,,
18,478,,Bl,1,17.3,,,Y,1.24,19.9,19.8,0.994974874,17.21306533,,,19.8,20.7,,,,,,,,,,19.3,,,,Live,,,,,,,,,,,,,
18,480,354,Bl,1,13.6,,,Y,1.22,20.7,20.7,1,13.6,,,20.7,24.8,,,,,,,,,,16.7,,,,Live,,,,,,,,,,,,,
18,488,,Bl,1,7.9,,,Y,1.36,9.9,10.1,1.02020202,8.05959596,,,10.1,12.5,,,,,,,,,,7.8,,,,Live,,,,,,,,,,,,,
18,489,338,Bl,1,21.7,,,Y,1,31,30.1,0.970967742,21.07,,,30.1,33.9,,,,,,,,,,25.2,,,,Live,,,,,,,,,,,,,
18,490,339,Bl,1,13.4,,,Y,1.24,19.7,19.8,1.005076142,13.4680203,,,19.8,23.2,,,,,,,,,,16.5,,,,Live,,,,,,,,,,,,,
18,496,340,Bl,2,23.7,,,Y,1.1,33.6,32.7,0.973214286,23.06517857,,,32.7,37.3,,,,,,,,,,23.3,,,,Live,,,,,,,,,,,,,
18,497,,Bl,2,10.1,,,Y,1.52,12.2,13,1.06557377,10.76229508,,,13,14,,,,,,,7.1,,,,,,,Live,top boken ,,,,,,,,,,,,
18,499,341,Bl,2,16.5,,,Y,1.3,21.3,21.3,1,16.5,,,21.3,24.2,,,,,,,,,,18.5,,,,Live,,,,,,,,,,,,,
18,500,,Bl,2,21.4,,,Y,1.3,25,25,1,21.4,,,25,25.5,,,,,,,,,,20.5,,,,Live,,,,,,,,,,,,,
18,174,348,Bl,3,26.1,,,Y,1.04,32.5,31.7,0.975384615,25.45753846,,,31.7,34.1,,,,,,,17.8,,,22.3,,,,Live,,,,,,,,,,,,,
18,175,,Bl,3,4.2,,,Y,1.1,6.1,6,0.983606557,,,,,8.3,,,,,,,,,,5.1,,,,Live,,,,,,,,,,,,,
18,176,343,Bl,3,18.7,,,Y,1.07,23.4,23.1,0.987179487,18.46025641,,,23.1,25.9,,,,,,,,,,20,,,,Live,,,,,,,,,,,,,
18,177,,Bl,3,20.5,,,Y,1.3,23.6,23.6,1,20.5,,,23.6,24.8,,,,,,,,,,14.6,,,,Live,,,,,,,,,,,,,
